winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0xe9f2ce96b50b70c7e71bc6a543f2fd86197e1c43,431,43,1,"8743, 6310, 14366, 7028, 8879, 10345, 9426, 8473, 10380, 9987, 9768, 9976, 6569, 5729, 7340, 8285, 6579, 8586, 14307, 5821, 9597, 5562, 14407","14651, 15495, 8445, 8368, 10949, 8654, 10408, 7217, 10121, 14368","7188, 10830, 8897, 15868","8928, 11054, 6181, 10443",5700,5519
0xbbe30b36eb676eeac610400d247c771d48976ffe,100,10,0,"15309, 8317, 15017","8426, 7834","11962, 14823, 433",,2568,321
0x67f7298db42293a00034d5fb14658ed7a4f6dec5,122,12,2,"1397, 2384, 340, 1250, 194, 773","2952, 2474","2152, 4562",,,"9915, 1023"
0xa05037f09cc393966151463ceb2273041142cafd,20,2,0,8154,,,,,5406
0xa3e863c4015eeccaee89c0143f356233a24c68c1,190,19,0,"3744, 6302, 6024, 3689, 1793, 4926, 5719, 4490, 5505, 2623, 4292","3739, 2724, 12507","14442, 5233",15134,,"10986, 14095"
0x2ca212af7e65631d46a1cf406427f257d2976a71,1003,100,3,"13081, 13716, 6105, 6548, 12423, 2726, 2455, 15930, 1713, 15257, 9001, 8944, 12346, 3209, 5854, 9132, 5565, 15722, 9568, 6190, 4877, 6326, 5405, 15404, 4706, 1709, 9687, 9250, 15625, 12608, 13304, 7381, 11885, 11545, 13812, 8564, 15562, 4091, 9701, 6051, 10872, 2435, 9829, 13771, 14974, 13849, 7422, 2209, 2601, 3434, 15061, 10577, 13391","7837, 5773, 11427, 3792, 13614, 14792, 11491, 5870, 12601, 2772, 14203, 6813, 10384, 15031, 9475, 13827, 6651, 10821, 2294, 8236, 7739, 11471, 5850, 10416, 13686, 13417, 14123","5836, 13681, 9036, 2559, 13009, 6950, 5660, 6673, 4725, 2775","8559, 14440, 6044, 11971","8671, 4859, 1969, 1806, 14705",8035
0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4,70,7,0,"3610, 13045","3562, 2881, 14852",,,,"2516, 9485"
0x568333b0c53805891ceef81ea05de933bcf0acea,88,8,8,,"12288, 11237","7324, 7875","13556, 11874, 11890",,11968
0x7922ca608430b2f093d91059f50b0327269725ac,10,1,0,,,,,,8384
0x0c81ead53de9df340151c023948ab34a4b5cba4d,160,16,0,"3798, 5583, 7806, 11975, 10110, 15288, 1664, 12426, 9534, 2802","3372, 10915, 13487",15154,,1928,14664
0x1383d932c9cf71f60ddc68d17a6587ac248e0b27,393,39,3,"883, 506, 10790, 11854, 5114, 1476, 9412, 5985, 9193, 7984, 15445, 15745, 199, 11583, 5373, 4804","12191, 15355, 8321, 7158, 11114, 3939","15559, 356, 3469, 539, 9212, 15310, 11317, 5857","9272, 3468, 3319, 5161, 4034, 9326","15442, 126",15521
0xfa79dcccb2c4c8eaaf21de271020919e1a4b093e,20,2,0,12172,,,,,672
0xcde3725b25d6d9bc78cf0941cc15fd9710c764b9,10,1,0,,,,,,1554
0xdf61927b4485be10c8b72e885aab37a53d4a77b1,20,2,0,11236,,,,,11295
0x489a0f8be88d6025c88ce431636e7df60518df68,10,1,0,,,,,,3362
0x57931dfb66d7d6f9d326b8ed8aa0d5b69c047c65,21,2,1,,12569,,,,11542
0x8090e003bf1e671b5c9ae86652f881b114c6b39d,10,1,0,,,,,,6995
0x7de3e2831d8cb3a9c35d8bdeabed65f377625d27,420,42,0,"8643, 12695, 10810, 13543, 6287, 14350, 1095, 7334, 15418, 7250, 14575, 11834, 14376, 9310, 3817, 14399, 1345, 2112, 7351, 9586, 3661, 10608, 11088, 14530, 15638, 15043, 15577","12259, 11102, 14581, 13729, 15814, 10003, 10753","2449, 7270, 8111, 8341, 13461","12558, 10838",,13600
0x36b6d8d5e2d750e1751b00cda6814d6d5b84dc71,10,1,0,,,,,,8546
0x5084ac4296f0cdeb2a7e0c71424ae890b87836ca,10,1,0,,,,,,1702
0x69a38ed944d269a2bc6dbd9fae6cc92d51f8ddd3,105,10,5,"7090, 8903, 7850, 8354",,8926,6170,"6545, 4152","9175, 2348"
0xf035af8a3dff1f90aeb21f9623589ae1330e9e09,829,54,289,"8107, 12700, 13781","3134, 3286, 3290, 3607, 4434, 4461, 4628, 5141, 5403, 7358, 7465, 5597, 5817, 8795, 8159, 9220, 15395, 15929, 8417, 6290, 6389, 6546, 6697, 9723, 5953, 9679, 7496, 6941","2272, 2640, 4912, 9546, 6274, 13712, 15900, 5473, 15516, 5197, 13937, 13897, 13649","1463, 1625, 1737, 2143, 6785","12802, 4191, 2334, 5187",15702
0x92e8c031d770db9027a91b9c17432ab9094ea546,10,1,0,,,,,,4884
0xe8b8febd75aadb85df33ade6e7fa261093959c5d,10,1,0,,,,,,10720
0xa9464c0aa5eb888c39fdd077c4fda154e03e1655,61,6,1,,"12817, 10798, 15580, 1361",,6428,,6724
0x4e62c2ea327aca5b88026c869c11e1175ed056bb,100,10,0,"6505, 13671, 12481, 3947, 5075, 11248",11824,13300,14613,,12739
0x53e8fd8865de14c8dfa4a93ce46ca528863abbb1,10,1,0,,,,,,4162
0x1eb0ae3c6927086479c4498d0036b8bfe88fa0ee,10,1,0,,,,,,7267
0x017c4dc18a2d67e82a49c4359016e50fd8e63233,13,1,3,,,,,,176
0x12579783fbe8c2645d7a634b238da748405975a2,20,2,0,11091,,,,,11090
0x5b60608b5a9930114a3587a97bc93b5091927380,10,1,0,,,,,,14423
0xef1de2fa338fb55e834bd6cb8bad382d410cb882,320,32,0,"11352, 13313, 9075, 15550, 13945, 12595, 2972, 3952, 12140, 11574, 12019, 15238","7892, 9442, 11931, 14839, 10721, 7778, 5277, 1877, 13537, 4459, 3461","14346, 1426, 3983, 11806, 1838, 4420, 15586",,7252,3626
0x89f42ccb1b90103a4b886cc8ee01979492808079,100,10,0,"2341, 15250, 6838, 3722, 9636, 7980, 2113",13749,12704,,,2707
0xa6c59dff394d027c33b6457c179f4386f990f561,40,4,0,13083,15189,,14694,,15180
0x1ade6f8164efee3205d4f1ac229379e8abc1d8dd,50,5,0,"12122, 10808","710, 6465",,,,2779
0x6e829ef94db9ea6f0f38fa22cb1498cdca3ae9aa,30,3,0,10839,11376,,,,349
0x768f8f6b85e223e0d059fc1b7c4afd0fca2e8629,10,1,0,,,,,,6224
0x73198e56a552fe4ecb854787d1fd5befb3087bd3,23,2,3,9681,,,,,4300
0xd832363cd39ea85e69604e9213b7ea60f6d5f248,54,5,4,"647, 14901",482,1523,,,12447
0x2522a2d3692bd3b7d1b087439318de38a1a6b257,100,10,0,"3330, 11571, 11564, 7607, 7745, 7161, 3684","2107, 2618",,,,10400
0x4c8f93d95354ecf0b54222be4c4e8fb37ba8f3bc,90,9,0,"5887, 10286, 11407, 6626, 5993",,"15520, 13861",11374,,490
0x4f83bf45895cbabe2712389fb94cd52a3ea8c7a2,130,13,0,"13730, 14167, 3532, 13265, 9895, 9639","12557, 13106","2716, 12682, 3977",9332,,15120
0x0e77889c87c75e5ce7685a97ce84dd88e6cdf11c,60,6,0,"7103, 11777, 9018","7690, 15576",,,,3808
0x28a2b6f810274ffafd1aed9519153521082f2058,50,5,0,"13269, 11487, 13349",,,,12109,7002
0x586dcc88a7daa6655001f8e0a30fa4c4ea06abc5,30,3,0,"2538, 4452",,,,,10837
0x42dd10d6315ecdfcbfcc8eceacca0bdc9539acf2,10,1,0,,,,,,7336
0xc6aa79a22b08c794b25dc58cb36f2250779cdf4f,123,10,23,9487,"8073, 10846, 12248, 10470","1180, 11796, 1647, 9820",,,1615
0xcdef563a96b9751d781051b57c3cb664aa14e882,100,10,0,"11218, 10536, 8149, 5584, 14503",10732,,"14209, 4825, 9440",,12131
0x4c7bfd178dbee4ec2ed0121f8a29ae29b35a1518,31,3,1,11851,,15145,,,10677
0xf0d63229b8cf4e7b4de4a26ce14b77f0b6abce08,10,1,0,,,,,,4540
0x2d70414e3edd50bb335bb1507bf5322cb7d6b1a6,71,7,1,"12628, 7770, 12181","14577, 4426",8983,,,13136
0xf723bad91115add09cc00a5f5bad7f6d24d7f5dd,40,4,0,15454,2837,9034,,,8856
0x4b5ad943fb6d184e1eb73319032562fd950b1876,475,47,5,"942, 1354, 13736, 3788, 14710, 2703, 5604, 262, 8641, 509, 2619, 1140, 6362, 9014, 882, 12586, 4057, 2451","56, 6507, 6017, 5533, 6590, 5521, 13755, 14174, 1880, 13985, 13226","771, 7792, 8941, 15941, 15582, 6676, 12148, 4555, 3620, 6115, 10365, 1824, 12488","13788, 11949","3368, 2912",10393
0x376f96833b85f5a212adddbce0d172340621d1c5,960,92,40,"2117, 10780, 4480, 7144, 7822, 12775, 14018, 2165, 15529, 15903, 10449, 12514, 11610, 4462, 13274, 11283, 14425, 15845, 3971, 3674, 8922, 8333, 11528, 15526, 12925, 9591, 5954, 2303, 15393, 7171, 5339, 2156, 14768, 3752, 14175, 3909, 9444, 15557, 14003, 7089, 5579, 5659, 2349, 4105, 14619, 11518, 7799, 7240, 9716, 7320, 15110, 8574","6554, 14611, 4696, 6254, 5654, 6387, 3970, 7087, 5349, 3078, 14866, 9009, 7435, 3881, 11015, 9050, 7256","7851, 9569, 8595, 3880, 9566, 15124, 2675","1692, 10299, 13385, 1753, 9882, 4881, 3197, 6935, 11454, 10007","6438, 12884, 1086, 5801, 8797",4495
0xa82fb6f7f9dccfbcab9d99addeb884033af11b86,529,52,9,"6592, 9225, 15101, 2243, 7693, 7821, 9613, 9861, 15896, 9253, 7648, 8294, 5384, 9867, 7312, 2195, 9176, 4184, 8179, 7522, 2586, 9397, 7841, 9617, 7811, 2353, 9543, 9327, 8952","737, 7241, 7909, 7865, 2816, 8515, 14861, 8026, 525, 4606, 2715","9215, 7706, 7645, 9265, 2584, 14564","9583, 15803, 3496, 2794",2807,2631
0x5e2ddb9bb6de540f5062f8d2ea5a3c851456fb0e,90,9,0,"9789, 14150, 13062","6965, 15344, 2822","6043, 15082",,,13785
0x019d370ada720786cda2c4f78f0f4657af2ff92e,71,7,1,"10490, 2506, 14522, 1724","9194, 14795",,,,603
0x34fb94f47ecad34c6e61d9a2db96fc6849dc5b0e,10,1,0,,,,,,11754
0x76bbcf76ed520f8ea8f5eb6d904e00fd9aa29694,640,64,0,"1961, 13151, 13502, 10814, 10222, 13116, 11066, 3102, 10296, 8527, 3458, 12856, 9806, 12106, 10439, 15001, 15415, 6761, 14860, 15427, 10427, 14482, 4544, 13679, 8313, 10407, 13167, 12991","11296, 1030, 9329, 14465, 10075, 9676, 8342, 14697, 15081, 1412, 10292, 6760, 13601, 12311, 15183, 1728, 6169, 13027, 12894, 15797, 13028","14475, 12973, 13726, 5160, 11682, 1035, 8290, 3347",13343,"12051, 13977, 9458, 11520, 4646",14763
0xfe202706e36f31afbaf4b4543c2a8bba4ddb2dee,220,20,20,"13029, 2256, 12807, 15626, 13137, 9833","6380, 13818, 3058, 9884, 7130, 15817","15357, 15883, 3515, 7029, 2492",,"7477, 14934",3816
0x0f1025f754b3eb32ab3105127b563084bfa03a6f,10,1,0,,,,,,15195
0x05bf2e591d233378581c25cc49d36c0f94665ed8,10,1,0,,,,,,10187
0xdf209f53681408294c5544bb0e70827822b4d303,20,2,0,5335,,,,,15574
0xf6cd2064b45a02c2012f50c7bd9fc29e79e71e55,10,1,0,,,,,,408
0x406866cfececc498289d71770d4f0e2efc8457e0,63,6,3,"1282, 8459","10619, 14181",2983,,,12069
0xcacad860e9d9ca05d219ddc5e0e9640b1af43c97,10,1,0,,,,,,12903
0x8fb3e551aa3008976c9420b63ce058475577f2cb,41,4,1,"6497, 7877",,7281,,,7376
0x85d17542d2d045e6fab8a89e20c0f15c17b813b2,32,3,2,,912,,10043,,5991
0xc4b1d8454691ae2a2e74a2e17667048837f7ca44,180,18,0,"14063, 9552, 10639, 10335, 13040, 7342, 12365, 10383, 4430","2535, 8885, 5301","13160, 6685","13744, 906",14825,2063
0xcf62ece7e64bd644d1dcf6493f0ee1acb94f497c,40,4,0,"10021, 2978",7905,,,,12606
0x97a71e111f779f8a089be4a0c49b5693af97bef5,10,1,0,,,,,,13176
0xcef4f6a9edcde91e5c37e0ea7c668ba72be02e80,20,2,0,13409,,,,,3012
0x9f679ef626b341afe058b40058e115ce208a3d2b,10,1,0,,,,,,4649
0x77d79610afbfc3a46cc3a6dcec42bc923927ccdd,60,6,0,"4226, 10388, 10306",,,9233,11673,14327
0x01094c3f802b186f271baf1d0abf3bbea623bd99,40,4,0,"13413, 11503",,12832,,,13489
0x118bf0693d1f51541e28253e67bb1d88ab24b7b8,181,18,1,"10404, 11262, 8176, 8530, 4260, 15385, 8912, 4552","13094, 4596, 4534, 3010, 11859, 8599, 1645",3346,,9596,8259
0xc85e4a180b0c3cb6563b525f34a5304dab70f172,54,5,4,,"13998, 15058, 14556",15392,,,11224
0x1c8077047950a5a99c746bdeeb2516ffe6c16ac1,280,28,0,"1910, 3715, 13061, 7278, 4854, 2846, 12870, 8471, 6396, 3718, 15480","2844, 14086, 13950, 3692, 4217, 15387, 14739, 2379, 10237","13737, 5028","5957, 7670","4897, 4637, 4560",15581
0x7e74aa89433cb691473ae769985bff029e5860c6,10,1,0,,,,,,7450
0x428c581690aafe88a6ca152f3a81dae0baa12b91,10,1,0,,,,,,8378
0x2a93e999816c9826ade0b51aaa2d83240d8f4596,55,5,5,"15372, 4752",15343,13457,,,2282
0x9bc7e714980e6c59544886a9203258c326a76ddb,40,3,10,9418,12891,,,,6154
0xab557245f9de18a7a2b59e8bc4f361dd83d16807,350,35,0,"14510, 12521, 3877, 12028, 14540, 2249, 15078, 9739, 8644, 7083, 8866, 6266, 4592, 15468, 6719, 10425, 6139, 9411, 8921, 11001, 2888","6976, 15530, 8861, 2163, 11844, 13602, 1769, 3213, 9007","14848, 13308","3457, 7122",,14196
0xc737cc9a948e24fb330bd242081a3f23cbbd7a34,10,1,0,,,,,,15467
0x9e121698d68cf4c2b34202ccee11ea62769a8bc7,10,1,0,,,,,,14157
0x99a0857a3539b377bc54361717d29205ae83c1de,10,1,0,,,,,,10535
0x75391bbae0737e516b0a399347015bcf0a7f54f3,20,2,0,9459,,,,,5738
0xa7e28556c0f248d0d244a0cf492152cd14e0493b,20,2,0,,5126,,,,12123
0xadb52c0ae4a3436cfd91c56e9cd9a8746ebb959a,130,13,0,"13994, 11371","13957, 7218, 9395, 15052, 14926","4858, 14190, 10436, 7575, 12484",,,10678
0x92890034a3dcb1c38c1184775788ba0f95c23f03,170,10,70,7544,"7012, 12221, 13283, 7600","5525, 2788, 15755",7602,2183,
0xeaa7e8c4645620f7b49e577c11431b0c21ac67ec,296,29,6,"5351, 4016, 3280, 4212, 3042, 5468, 5195, 4043, 2898, 3717, 391, 4117, 5237, 2536, 4454, 1682, 3629, 2684, 5177","1916, 4111, 4402, 3008, 4627, 4417",3624,3533,"294, 5255",
0xdfc11349cb2b6368854318b808b47c87f32c7efb,700,70,0,"6551, 11570, 7097, 10942, 13390, 13763, 10098, 5733, 4447, 7088, 11908, 2621, 5079, 15811, 7212, 9344, 10529, 11813, 12141, 3667, 9817, 15764, 11828, 10402, 8081, 5542, 11995, 621, 10665, 11992, 10265, 12924, 3224, 12901, 9603","11002, 7508, 2851, 895, 2247, 958, 8223, 5692, 11681, 5274, 4381, 4879, 13526, 2064, 4707, 2189, 14737","15237, 12275, 6144, 11915, 8580, 8761, 2638, 8799","1578, 2447, 3525, 12898","4751, 15546, 15979, 12241, 4200, 11508",
0x1c96fea34751a940dc8ccb125e8b82f7cd201481,40,4,0,"6077, 10419, 10458",,,,6585,
0x91d62329a89a28b3f9bc98c8f396c16ec8d9802b,140,14,0,"15650, 4486, 15439, 10035, 7003, 15222, 12194, 12671","1852, 4019, 1007",12941,7531,4343,
0xcc4cb745ae02969e81adf09c24099239af8593a6,50,5,0,"14275, 2344",,13643,,"14964, 9865",
0x9349f2246d266445f0d40055c9529f084a3ea74f,10,1,0,,,,,4337,
0xd7fc0645da5ae6ae4ce361fd3fc4d67a2a774a78,10,1,0,,,,,15056,
0x6e050a84d017a5c7ce82c75b0e78029fa05282e7,290,29,0,"13585, 7230, 4963, 5722, 11394, 4634, 10573, 15518, 15963, 6174, 8773, 9289","10367, 13910, 9505, 13441, 3297, 8182, 10277","2599, 12490, 9733, 2060",11346,"2504, 15873, 12503, 9251, 8386",
0xa21a518d484e728e4391bbd45490bdc96b369903,10,1,0,,,,,10203,
0xeda3ec76da6d4f895534d0eb4792b4ebe0766226,10,1,0,,,,,3714,
0x12682f8662c03d739c1ff2c9074c58d80d5bc84e,10,1,0,,,,,1128,
0x5b17d1aee4a5a9b0b86e6dd727955bd56ff0aab4,31,3,1,6462,9465,,,7772,
0x7f753303097c8d987e31fd6b52bff89c3611ea35,10,1,0,,,,,11126,
0x1695609ecf81d10f9b1227ced1a84eb36cffd57a,92,9,2,"12362, 4601, 1314","9087, 6969, 2483","825, 2958",,3974,
0xf0d919bf7cd8a631fb8261efd4e8ff7631e27825,1748,174,8,"3162, 3640, 9554, 12749, 3385, 4726, 14297, 4946, 15114, 11873, 9584, 14803, 14284, 4716, 4814, 6975, 10629, 1191, 4440, 3056, 4756, 11853, 10614, 5065, 3953, 15676, 8394, 7764, 6638, 12724, 4255, 13774, 7767, 7721, 3521, 12568, 15629, 13306, 13893, 7904, 10355, 15105, 6678, 15271, 6752, 2397, 13615, 10454, 14738, 10017, 12566, 5530, 11175, 8993, 15349, 11021, 6753, 10372, 1810, 10848, 2871, 7428, 15623, 15848, 7062, 11116, 7179, 15382, 3088, 1540, 3130, 6924, 13961, 10918, 15595, 11855, 6840, 14857, 14897, 2902, 9941, 6766, 6338, 5054, 15569, 3152, 9772, 14587, 14527, 15039","10562, 7034, 5322, 15465, 13297, 8813, 6315, 10066, 8687, 1860, 9938, 4481, 9910, 10514, 6494, 11845, 14571, 14353, 4784, 5379, 5291, 14136, 4525, 9437, 12443, 9626, 6275, 10527, 1802, 6226, 6231, 13605, 4244, 10031, 14653, 15062","683, 2953, 2664, 5477, 12292, 10615, 15276, 4348, 2954, 11195, 9410, 2480, 3029, 12206, 2708, 13095, 10728, 6468","12260, 4818, 12302, 7065, 15193, 10495, 15740, 15775, 6560, 10783, 4233, 9899, 4449, 8648, 5884, 4994, 4153, 13481, 10481, 14701, 3740","13905, 7993, 6763, 3789, 5892, 4222, 15689, 9172, 5540",
0xcdc35a002a25c2be00b3e613301e3e3f0117f5ad,540,54,0,"10412, 6688, 12348, 4460, 10049, 8925, 14161, 12828, 14021, 11919, 13358, 2495, 10437, 13488, 5670, 1346, 5415, 1284, 15858, 13778, 8874, 3099, 5173, 5863","1555, 3210, 12812, 12570, 15333, 6800, 4369, 3725, 12134","12623, 14622, 14595, 12841, 7458, 4614, 13126, 7898, 3863, 2673, 4499, 4017","11967, 2246","10382, 13520, 8600, 14468, 1985, 12466, 15538",
0x40a193b9e3d9aec65bfcc78ced05d7d30d93bc13,271,27,1,"8453, 3542, 5305, 8534, 7017, 3982, 5078, 6081, 8712, 7023, 6320, 5965, 9695, 4967, 4924, 5904, 5398, 4823","8462, 4796, 5800, 6802, 7697","6929, 7490, 4938",,6147,
0x70353a9a3a2fe66ab44adecd61bb22b5928a6599,121,12,1,"5362, 11372, 13673, 3289, 12518, 15833","2176, 12668","15931, 15832",835,116,
0x067872abb9a5ebb9435bedc994d5e276b82c2e00,20,2,0,6301,,,,4415,
0xc8997a0379547c40d85c7a4e4271fe138cc9e545,10,1,0,,,,,3092,
0x1430cc22bccfece3d894e298a3845d3ac8e871f9,96,9,6,"824, 3555","656, 893, 903","1172, 968",,"7044, 373",
0x30784ec9b03c039ebb880e3936538e652b1cf5ba,10,1,0,,,,,6775,
0xec97fc74f0e3e394ae3395ff51aa39c6bd6c4ab1,21,2,1,4749,,,,3465,
0xd1ee93ffeb5aca53a09b5bbafe66281370efa4eb,32,3,2,,,"5727, 2124",,15406,
0x81e697f4b046f20277e8f433e2451fc682c5a809,141,14,1,"5961, 11368, 486, 9986, 10025, 595","9404, 15225, 10052","7846, 11944, 6411",,"5556, 5874",
0x9aae5b185f764c5f1e06ea3967bbae3adf39b0f5,40,4,0,9093,15461,,14920,6355,
0x051a14cf1ce7f8c99ae3dcdf014eea65e764feed,10,1,0,,,,,5169,
0x2a632f56f9bdf7b66be80768e89631f3febeed24,631,60,31,"13703, 8461, 11843, 7421, 12793, 8734, 4667, 13451, 15327, 11115, 15143, 11839, 10029, 7911, 8020, 5039, 15504, 14068, 8863, 13850, 9692, 11099, 15194, 10722, 10480, 7377, 5794","2571, 12909, 10744, 4836, 7261, 9135, 15414, 10898, 8261, 14999, 14951, 10685, 10878","2214, 10154, 12803, 12486, 15331, 11044, 3981, 13706","1449, 2555, 15729, 10526, 11069, 5736","12904, 4802, 4466, 3951, 13331, 6720",
0xc2d118a11cce453ac65310c80286594228bbaf1d,555,52,35,"9303, 15793, 10271, 14039, 14194, 2089, 10896, 9664, 12665, 5269, 12939, 9365, 7632, 9454, 3001, 13971, 8095, 7037, 13835, 4385, 14120, 9782, 8041, 4522, 14277, 9483, 4201, 15922, 12744, 2718, 3050, 12497, 9538, 1363","3097, 13789, 10401, 15099, 8999, 10565, 9414, 7143, 13553, 3660, 2810","5282, 1835, 7975, 7294",,"6978, 10751, 9137",
0x23b8bb0fe25d8ca1351bbdbc7f978b460d422b5b,56,5,6,3043,"163, 11650",175,,863,
0xc8d8bbd63fd6ad5bec1b48ac08b6373caa8eb307,250,25,0,"13012, 9868, 767, 8366, 15030, 7518, 9222, 12591, 4047, 14248, 12526, 6383","8686, 2468, 13753, 8346, 3688, 13709, 5463","13598, 12946","13452, 10326","14049, 5326",
0x38285825a026d7fa92da7b8ae49a049c30770a15,159,13,29,"14106, 11370","7142, 11260, 10731, 11894, 12350, 5536","6469, 9702, 15605",,"12505, 4246",
0xc7d76e3a5c23e30f6366cd966175282eaec011f4,30,3,0,4817,,1336,,1915,
0x1648a53ed95ce6eef4b884f8904e7441b33244e6,20,2,0,12416,,,,14022,
0x67f2736750ea3f6010bda9528ef925bcdb77906c,83,8,3,"9133, 6568, 11778, 9822","10294, 15428",15981,,14991,
0xe26027e219998c0acfbd00b74795dc850aee244a,300,30,0,"12771, 14840, 11240, 14936, 644, 9092, 12589, 14745, 5302, 11287","14466, 9567, 944, 14394, 820, 7494, 5076, 2425, 740","15885, 14579, 739, 5623, 9741, 9154, 15036","7763, 376","12626, 12806",
0x89cfbf4f7dab5484cf80cd1fb5b1374923f8958c,49,4,9,,1060,4455,,"554, 569",
0xa1aafb06268f3396c4683e3f635a4aff0e040e46,72,5,22,,"6768, 11451","966, 2706",,15556,
0x63257d012cef6ae8c1401b1a220942162efddc29,31,3,1,"13080, 12023",,,,1715,
0x86286d93d79a9e5b78de97cbbc8dcaba0f2489fc,45,4,5,"8840, 7959",4029,,,6473,
0x0c0de5831f67f8004e659e4f4a8cf73b5859b087,70,7,0,"11216, 3006, 4470, 7438, 11989",7228,,,13330,
0x3f4937c144aced26544fa26feff4c933ce5f0c6e,10,1,0,,,,,14591,
0xfc11ebea6205b8685fe60a7d927c61dc0a76ac61,20,2,0,8065,,,,15035,
0x0914435327d37eff7bc58c4ca10e29362ee8eecb,667,53,137,"11010, 12375, 13486, 10311, 11557, 7464, 5681, 1162, 3484, 4081, 5867, 7683, 11985, 6931, 4537, 6712, 13077, 9947, 9827, 12485, 8864, 14398, 9127, 6014, 14245","1220, 2646, 14121, 9378, 13177, 4492, 2138, 14066, 14751, 8468, 994, 14561, 14650, 12333, 14080, 9231, 10831, 5576","14375, 8550","401, 10582, 6196, 14287, 7537","5823, 3614, 6738",
0xc8c1180bcf6ad041244963bed23ce25dfc6adbf0,599,59,9,"11273, 15663, 544, 4482, 9461, 11056, 6514, 13810, 2445, 12873, 11901, 12590, 14940, 7288, 2494, 5385, 6623, 961, 11006, 5498, 10243, 6425, 12684, 5264, 15093, 9500, 15337, 7626, 2226, 1200, 295","14931, 6433, 7628, 15338, 8986, 15339, 609, 15207, 4483, 6567, 5270, 2207, 6240, 7385","4173, 14521, 10910, 8157, 8002, 11693","13074, 4497","6234, 6681, 2546, 3747, 5554, 12328",
0xc244b5132aacd2047fdbbe02c95b0e2ee3366669,20,2,0,,216,,,178,
0x0bd31f087f85de4a84a985c61501b69654595f5c,10,1,0,,,,,12784,
0xbb179f078bac0ff4f181f6e01606ccae883ef74d,20,2,0,,,1111,,11810,
0x14b19699bb2fc6bfa783bb890304108d7d0f9b62,40,4,0,12603,3325,,11918,14859,
0x3a62c6d7f7f4331c488684cf7a56f33b54e24b7a,20,2,0,,5531,,,4494,
0xa72159e85a034258446765d9279422a9fcda0f2f,120,12,0,"14916, 949, 5003, 4206","9718, 1110, 15340, 3324, 8579, 933",,7369,8697,
0x54203fa345578586a18533c0fd2dbc49ae84e96a,10,1,0,,,,,1293,
0x60c280724bcfa9fb08dd55ff84c12fdd1d2fe02f,30,3,0,374,11156,,,12685,
0x49ca963ef75bceba8e4a5f4ceab5fd326bef6123,162,16,2,"6521, 10754, 15615, 15735, 11311, 11749, 3738","1981, 6128, 6653","13773, 12270",15424,"8305, 1906, 9164",
0xee4216fcb3b67a0a43c0ce8f0a2d51c83fb80685,20,2,0,,,2068,,8143,
0xf25ffa5dd41aca9ec4fef75c9aa760da551f81c4,20,2,0,,13595,,,1677,
0x3b6c69e7132aac03783f0be19442ccfe4ec37465,20,2,0,,,,734,9600,
0xda913cc4d779082876ac1f6468e7c0b27781d4d3,174,15,24,"2782, 8428, 7810, 475, 2692, 282, 9853, 2289, 8349","2099, 3854, 8677",,5475,"470, 9964",
0x6f3f566259fc88258a7a563dfa03621df7053d45,30,3,0,14590,,,,"15787, 14862",
0xcd7417fe0cb15589d358f2e8ccde5447ab9b3328,40,4,0,"4539, 3071, 2908",,,,3218,
0xaa9bff236cf51518da774714d50ad07db5149479,70,6,10,,"2730, 11470, 6048, 12294",,,"8237, 7943",
0xaa98177dad812fdc8b37ec61d5f16a4bf890f2c0,40,4,0,8411,"10946, 4399",,,10663,
0x5446ac28b05cc4ff2f51b59a36d51f16613e83bd,10,1,0,,,,,7923,
0xda9f53fe532e595943799a2cb2cc484d89bc39cf,42,4,2,"1327, 7908",,372,,12266,
0x89bc38b80d960e2b172886d819de42d77f0db493,20,2,0,5594,,,,11347,
0x2177da04f9479496c2292d6344d306aa49beb34a,100,10,0,"11861, 14609, 12850",15525,"2096, 12544, 1051, 6533",,"13376, 12727",
0x8929cf8b9acfb5f1a6156e67ea573a79f16be090,150,15,0,"1436, 2634, 9967, 13369, 12714, 3786, 15453, 1076, 5665, 1531, 13321, 2220","3723, 13992",,,14601,
0x533fa4a37aaffdb02456d374237091520790383e,200,20,0,"14108, 4921, 9258, 2186, 10909, 3757, 13754, 7782","3238, 6185, 13650, 11445, 13834, 8477, 10260, 15085, 8965, 9667",15589,,9520,
0x00d758aae6cc209c4977625d76fb986cf6f71f29,10,1,0,,,,,5716,
0x9ee49420ade329ff711bd4d45761377cf1215db3,107,9,17,"2014, 11723, 3943, 6270",13538,,"753, 11561, 4788",7663,
0x8f9b43bfea347adcf94e394dd4b3389203caac2e,70,7,0,427,"3133, 5911",,"9989, 11339","2111, 4981",
0x8b30196a39a70893b1973ad195b61225341e0025,40,3,10,,2023,9185,,1301,
0x7707a06930ee755351bcf5a338dca970c101b9d3,51,4,11,,"9605, 10774",,11758,13659,
0xe6563194f9baa6e3064086a98bf73608fc17cbfd,80,8,0,"7584, 9195, 6434","3724, 5587, 4660, 13691",,,1424,
